Rower,Stroke,AveragePower_Watts,EffectiveLength_Degrees
Rower_1,382,90.6361786192243,61.3125
Rower_1,383,90.13794521411263,58.25
Rower_1,384,93.45358133948083,58.125
Rower_1,385,94.70709009118744,57.6875
Rower_1,386,99.1785121974433,56.1875
Rower_1,387,95.75917599680251,57.0625
Rower_1,388,99.68881335793183,63.3125
Rower_1,389,109.35080755509217,60.6875
Rower_1,390,105.8065250530797,59.5625
Rower_1,391,100.24529455416064,62.8125
Rower_1,392,102.85120177153831,59.375
Rower_1,393,94.74681899249241,58.6875
Rower_1,394,103.15574341154925,63.1875
Rower_1,395,106.00721291514633,62.0625
Rower_1,396,100.68314684807379,59.5625
Rower_1,397,102.44578999751037,59.5625
Rower_1,398,98.43148704748982,58.25
Rower_1,399,97.11158135454436,58.6875
Rower_1,400,85.28622888001549,57.0
Rower_1,401,83.52345572937409,54.25
Rower_1,402,88.4682691692178,59.375
Rower_1,403,100.20968376326665,60.375
Rower_1,404,89.31948928702606,60.5625
Rower_1,405,98.27201886551201,57.9375
Rower_1,406,96.598109763795,59.875
Rower_1,407,98.36274213038853,58.9375
Rower_1,408,84.81851675084725,58.5
Rower_1,409,96.2413603849699,58.375
Rower_1,410,101.3228374164165,59.5
Rower_1,411,98.44196447166885,58.25
Rower_1,412,100.95479733379581,62.9375
Rower_1,413,100.13185369102372,58.5
Rower_1,414,94.84868451125935,55.5625
Rower_1,415,96.53193358571068,58.25
Rower_1,416,65.48298344726885,45.3125
Rower_1,417,42.42987260713344,68.9375
Rower_1,418,71.173999787826,66.25
Rower_1,419,86.95410276505713,72.6875
Rower_1,420,93.85174251292668,70.375
Rower_1,421,102.8028355733435,67.0
Rower_1,422,104.99986172376762,68.9375
Rower_1,423,105.14196299098998,67.25
Rower_1,424,110.79601163119773,67.25
Rower_1,425,113.91500012394701,67.25
Rower_1,426,106.49422913361444,66.3125
Rower_1,427,108.32199314738114,67.5
Rower_1,428,104.24577049228519,65.25
Rower_1,429,103.48917707662459,65.0625
Rower_1,430,102.80270546565572,64.3125
Rower_1,431,103.42830864903473,66.125
Rower_1,432,101.44810781487482,62.6875
Rower_1,433,99.82260155794783,65.0625
Rower_1,434,102.49476782198204,63.1875
Rower_1,435,98.47908472251589,62.75
Rower_1,436,101.75248346829031,63.1875
Rower_1,437,92.90872354955204,60.8125
Rower_1,438,95.57915354802557,62.3125
Rower_1,439,89.02775496537315,61.25
Rower_1,440,94.64350040288349,60.875
Rower_1,441,93.25775560607897,61.5625
Rower_1,442,95.7634400411123,64.125
Rower_1,443,97.24701628799664,63.0625
Rower_1,444,102.15647937035291,62.0
Rower_1,445,102.80787236778914,63.0
Rower_1,446,100.6655320753017,63.9375
Rower_1,447,96.98186042682013,62.8125
Rower_1,448,92.98031826510078,64.625
Rower_1,449,89.73756441508019,61.5625
Rower_1,450,83.90124700073898,65.375
Rower_1,451,94.1134840974237,61.9375
Rower_1,452,88.29428843741321,60.9375
Rower_1,453,92.62611409337602,61.8125
Rower_1,454,93.49754323481272,60.4375
Rower_1,455,92.2125414061888,59.125
Rower_1,456,91.9365520287702,62.5625
Rower_1,457,89.75217577947788,59.125
Rower_1,458,96.97170087443395,58.5625
Rower_1,459,96.09285672108251,63.75
Rower_1,460,92.5381187715374,63.375
Rower_1,461,94.65827875524961,60.25
Rower_1,462,98.03247736170584,63.5625
Rower_1,463,90.75419643921458,59.375
Rower_1,464,95.69132344572927,61.3125
Rower_1,465,88.75477353087265,61.375
Rower_1,466,93.26129312694322,61.125
Rower_1,467,89.9146910987449,60.6875
Rower_1,468,90.45293511904855,55.875
Rower_1,469,105.6011030469851,59.25
Rower_1,470,77.42924907773893,53.375
Rower_1,471,109.0520177523609,63.875
Rower_1,472,113.67772598703765,70.625
Rower_1,473,117.12056940284954,72.25
Rower_1,474,119.2308110580467,76.25
Rower_1,475,121.00176000867869,70.75
Rower_1,476,119.47264119514826,71.5
Rower_1,477,122.36522576717186,71.5625
Rower_1,478,123.56375225158521,71.5625
Rower_1,479,121.13258801070073,70.5625
Rower_1,480,117.54632111350985,70.5625
Rower_1,481,115.11007954714755,70.6875
Rower_1,482,113.22066480371375,71.4375
Rower_1,483,113.39134611095585,68.25
Rower_1,484,118.44595840487794,70.125
Rower_1,485,114.92923148939163,69.625
Rower_1,486,111.8304118875802,69.375
Rower_1,487,108.58552611722612,66.3125
Rower_1,488,112.97526020253416,67.5
Rower_1,489,114.21119642272113,63.75
Rower_1,490,118.48513784402753,64.625
Rower_1,491,114.96457538489604,66.25
Rower_1,492,110.18314246032324,65.375
Rower_1,493,113.18317108007717,63.25
Rower_1,494,114.30718854142968,65.3125
Rower_1,495,114.36486841049404,64.0
Rower_1,496,109.94249326491577,63.875
Rower_1,497,105.57383542007247,63.375
Rower_1,498,111.97625977908888,64.1875
Rower_1,499,112.24386030289239,62.125
Rower_1,500,110.39122017983846,65.0625
Rower_1,501,113.6399424275217,64.8125
Rower_1,502,109.53109995497994,62.25
Rower_1,503,104.0835879290464,63.25
Rower_1,504,104.09004855066432,61.8125
Rower_1,505,98.96354062324377,56.625
Rower_1,506,97.99618608200585,56.8125
Rower_1,507,99.96356338613016,58.375
Rower_1,508,101.22984254978525,61.0625
Rower_1,509,98.81123763994843,59.5625
Rower_1,510,99.8570315451787,61.5625
Rower_1,511,105.22528199603026,62.625
Rower_1,512,102.7143740516585,58.25
Rower_1,513,106.6420379572585,59.625
Rower_1,514,103.8347665327807,59.6875
Rower_1,515,94.81115957447967,60.3125
Rower_1,516,94.55684396060441,59.125
Rower_1,517,97.36819542299818,60.8125
Rower_1,518,92.07248119711032,56.25
Rower_1,519,103.57997896424288,61.875
Rower_1,520,90.6162291144946,58.875
Rower_1,521,96.21423502235615,59.375
Rower_1,522,68.00379505797113,49.25
Rower_1,523,71.44430187658841,41.625
Rower_1,524,78.04400768200355,55.75
Rower_1,525,85.02800431451118,56.125
Rower_1,526,101.88192497957084,59.125
Rower_1,527,104.10777611304393,61.25
Rower_1,528,100.39084649596987,60.625
Rower_1,529,102.52987721962937,63.3125
Rower_1,530,112.68115672597045,64.375
Rower_1,531,102.49625755598785,63.4375
Rower_1,532,107.67446063780528,64.125
Rower_1,533,102.055256343485,60.125
Rower_1,534,94.77691377258768,57.8125
Rower_1,535,100.15788253705256,61.4375
Rower_1,536,92.05517623230084,61.1875
Rower_1,537,91.62391163685511,60.0625
Rower_1,538,105.23071664589459,64.5625
Rower_1,539,100.03931699123505,61.0
Rower_1,540,104.71656084997488,61.125
Rower_1,541,103.7639351485482,61.75
Rower_1,542,101.47710658246282,61.75
Rower_1,543,94.0088381304024,61.4375
Rower_1,544,105.98431104636775,60.0625
Rower_1,545,103.49475787793821,64.625
Rower_1,546,98.72989315835858,61.25
Rower_1,547,109.47520739348988,61.0
Rower_1,548,109.2618578460886,61.625
Rower_1,549,106.76623097385577,61.375
Rower_1,550,110.28677528983451,60.375
Rower_1,551,106.98181433255931,58.8125
Rower_1,552,113.66413703716533,62.5625
Rower_1,553,111.41712432011332,59.5
Rower_1,554,107.77038805377609,59.6875
Rower_1,555,100.92854677070493,59.625
Rower_1,556,110.17441235691639,61.5625
Rower_1,557,102.14376596595194,59.375
Rower_1,558,101.49890794432129,58.1875
Rower_1,559,107.13707401614785,60.6875
Rower_1,560,101.77463883720253,59.375
Rower_1,561,101.91237980788866,57.6875
Rower_1,562,98.42295840295772,58.0625
Rower_1,563,105.7035324608081,62.1875
Rower_1,564,82.29912987894828,46.125
Rower_1,565,130.11845323541579,67.625
Rower_1,566,131.03357949111512,70.75
Rower_1,567,131.12112463876218,67.9375
Rower_1,568,131.0962494501985,68.4375
Rower_1,569,129.73662784671305,73.875
Rower_1,570,132.06961850221865,72.5625
Rower_1,571,129.88440016493337,70.9375
Rower_1,572,123.72644296911827,70.375
Rower_1,573,121.46977322897878,71.5
Rower_1,574,115.80210844858999,71.375
Rower_1,575,114.74464791767832,71.625
Rower_1,576,117.7083415135688,72.0625
Rower_1,577,117.73988834676518,71.5625
Rower_1,578,115.70768812735847,70.6875
Rower_1,579,118.36522590129681,67.5
Rower_1,580,116.20745535495992,66.9375
Rower_1,581,115.47214147778998,65.5625
Rower_1,582,109.899805683327,66.9375
Rower_1,583,112.14617340069269,66.75
Rower_1,584,112.67892210983463,64.1875
Rower_1,585,116.86845717991801,64.4375
Rower_1,586,115.37926443301266,63.875
Rower_1,587,109.11454157398761,61.1875
Rower_1,588,98.49474585810705,60.5
Rower_1,589,99.25400201683887,59.3125
Rower_1,590,107.86153415524873,61.3125
Rower_1,591,98.08290108070007,60.125
Rower_1,592,79.41314971298671,55.8125
Rower_1,593,11.193623194730705,3.3125
Rower_1,594,19.62847428158079,33.5
Rower_1,595,27.166321167358664,42.6875
Rower_1,596,15.184440504933786,5.3125
Rower_1,597,24.832240722467635,4.3125
Rower_1,598,52.344701742683,65.5
Rower_1,599,44.14561048785849,49.5625
Rower_1,600,39.06427093110808,45.8125
Rower_1,601,33.295548012768556,46.1875
Rower_1,602,34.424117502804506,43.25
Rower_1,603,38.62938676188074,49.25
Rower_1,604,36.170370286805145,39.875
Rower_1,605,31.464098554921645,34.9375
Rower_1,606,30.230041657054468,40.0
Rower_1,607,37.21777639686578,43.875
Rower_1,608,38.789806442517374,43.875
Rower_1,609,65.90787380080474,65.0625
Rower_1,610,58.77440495728095,56.125
Rower_1,611,28.3676161769558,23.5
Rower_1,612,29.011140481230377,3.875
Rower_1,613,31.47004049219499,12.25
Rower_1,614,24.843549489535416,7.9375
Rower_2,1,19.021419967059288,34.875
Rower_2,2,51.19319448104595,43.3125
Rower_2,3,75.15975629830936,54.375
Rower_2,4,86.33126782802712,51.4375
Rower_2,5,74.75502390895382,45.3125
Rower_2,6,98.8365873277573,53.5
Rower_2,7,74.83657084677492,34.25
Rower_2,8,98.30135110327427,50.3125
Rower_2,9,94.25194330941127,47.3125
Rower_2,10,94.67505875237569,49.125
Rower_2,11,103.71899216195185,53.75
Rower_2,12,112.37097771223146,53.4375
Rower_2,13,114.68184280523081,57.1875
Rower_2,14,112.20781327404383,53.0625
Rower_2,15,106.07769808803653,60.375
Rower_2,16,119.50881269781372,58.3125
Rower_2,17,109.13040471943128,50.25
Rower_2,18,110.10113829143656,56.25
Rower_2,19,106.16646812803083,49.875
Rower_2,20,101.40305173047233,50.625
Rower_2,21,102.34453423938068,51.6875
Rower_2,22,114.0690144470498,52.4375
Rower_2,23,113.4499438846471,54.5625
Rower_2,24,122.00719892528211,57.0625
Rower_2,25,103.55061962575718,46.0625
Rower_2,26,118.34091048790503,54.625
Rower_2,27,119.30812635792333,50.375
Rower_2,28,118.9562567338648,54.3125
Rower_2,29,113.15671598633296,51.3125
Rower_2,30,111.16109742427194,54.625
Rower_2,31,113.18509557563047,56.3125
Rower_2,32,118.83422785185091,54.75
Rower_2,33,114.18546511593405,54.8125
Rower_2,34,116.43972884807117,57.3125
Rower_2,35,117.39719626948963,62.5
Rower_2,36,110.78413028111616,56.75
Rower_2,37,109.77465513565737,55.25
Rower_2,38,129.56947853089233,57.75
Rower_2,39,130.7900954331281,55.8125
Rower_2,40,121.4292009228037,56.25
Rower_2,41,117.98724645594434,58.9375
Rower_2,42,106.56668833142345,54.875
Rower_2,43,110.92394768710982,49.9375
Rower_2,44,120.04805421709169,49.6875
Rower_2,45,120.98401097205844,54.9375
Rower_2,46,117.93223856778937,61.9375
Rower_2,47,118.33836072146435,59.875
Rower_2,48,115.43225205993032,54.8125
Rower_2,49,126.93169591626739,53.5
Rower_2,50,127.569439331887,58.9375
Rower_2,51,126.64173942095337,58.0625
Rower_2,52,125.18334020409281,63.375
Rower_2,53,119.59144905329524,56.125
Rower_2,54,120.87138890312028,56.0
Rower_2,55,122.5939849661946,61.5625
Rower_2,56,116.77455143162324,52.0
Rower_2,57,125.31612867294389,58.5625
Rower_2,58,121.93130022989554,61.375
Rower_2,59,126.15044329276978,59.9375
Rower_2,60,131.89840616186606,56.75
Rower_2,61,132.28955455428422,51.4375
Rower_2,62,131.25069628977806,55.5625
Rower_2,63,131.072616992306,58.8125
Rower_2,64,129.97697059028744,60.875
Rower_2,65,133.3349188429207,57.625
Rower_2,66,132.6308671176249,57.875
Rower_2,67,139.75269138890948,58.6875
Rower_2,68,126.07743226292772,56.25
